,Username,DOB,State,vader_sentiments,customer sentiments(%),vader sentiments(%),clean text,transformer sentiments,transformer sentiments(%),code,latitude,longitude
273,onlx2142,1951-08-08,New Mexico,POSITIVE,33.33,92.87,this top is forgiving and looks goon on  love the colors in the fabric  comfortable fit,POSITIVE,99.91,NM,34.97273,-105.032363
274,ylfy4432,1964-08-04,Kansas,POSITIVE,33.33,58.59,these are well made and i need extra support which they provid,POSITIVE,99.36,KS,39.011902,-98.484246
275,qrqu3432,1969-08-03,Nebraska,POSITIVE,16.67,85.91,the top fits good and is comfortable to wear  i like the adjustable straps ,POSITIVE,99.96,NE,41.492537,-99.901813
276,jpxk3414,1993-07-28,Hawaii,POSITIVE,33.33,70.96,this top is exactly what i was looking for  fits great ,POSITIVE,99.98,HI,19.898682,-155.665857
277,guua1124,1969-08-03,Connecticut,POSITIVE,16.67,72.32,i was worried about the bust area being not too supportive but its a good fit  very comfy ,POSITIVE,99.97,CT,41.603221,-73.087749
278,nhmy3212,1977-08-01,Arkansas,POSITIVE,0.0,93.77,i got this takini top on sale and it is very complimentary to my figure  this top disguises my stomach and still has a cute look for a 60 yr old woman  i swim alot in summer so i need a few tops  this one is great ,POSITIVE,99.98,AR,35.20105,-91.831833
279,bjik2311,1994-07-28,Wisconsin,POSITIVE,33.33,89.34,looks great on me  hides my muffin top  great value ,NEGATIVE,-75.0,WI,43.78444,-88.787868
280,dnch4231,2001-07-26,South Dakota,POSITIVE,33.33,63.69,fits in all the right places love it i use in for all water sport,POSITIVE,99.98,SD,43.969515,-99.901813
281,oatg2432,1976-08-01,Iowa,POSITIVE,0.0,75.06,this is a nice swimsuit  it fits well  i like the coverage it provides ,POSITIVE,99.99,IA,41.878003,-93.097702
282,ycte2222,1962-08-05,Arkansas,POSITIVE,0.0,86.53,i would highly recommend this brand  the styling fits just right and you don  t feel like you will fall out of it  very comfortable and the material is top notch ,POSITIVE,99.98,AR,35.20105,-91.831833
283,kkgo1424,1961-08-05,California,POSITIVE,0.0,61.24,i ordered the blackwhite because reviews said the blue was smaller  probably could have used it  small bust  but ok material looser than lycra  but should last longer  works fine with water aerobics ,NEGATIVE,-99.0,CA,36.778261,-119.417932
284,bloc2413,1968-08-03,Hawaii,POSITIVE,33.33,97.46,the fabric is very comfortable  the animal print is very chic and becoming  i love this boy leg style of bathing suit  it give better coverage around the briefcrouch area of the woman  s body frame  all areas of the lower body are securely covered  nothing is exposed  i normally wear a womens plus size 18  but i ordered a womans plus size 16  based on a previous review of this bathing suit  the size 16 fit perfectly  i was very surprised and pleased with this product ,POSITIVE,99.92,HI,19.898682,-155.665857
285,vzql3243,1986-07-30,American Samoa,POSITIVE,16.67,95.38,swimsuits are one of those items that are sometimes difficult to find that fit and feel perfect  i love  love love my new swimsuit  knew instantly when i tried it on  that it was the one ,POSITIVE,99.92,AS,-14.275632,-170.702042
286,iajt4344,1962-08-05,New York,POSITIVE,0.0,75.74,i wanted a suit that didnt have a skirt and was easy to move in so that i could wear it to workout in my pool each day  after using it a couple of times i have to say i really like it  because i have a long torso i did buy a size larger then i wear and it fits fine for my use ,POSITIVE,99.82,NY,43.299428,-74.217933
287,kifo2334,1953-08-07,Oklahoma,POSITIVE,16.67,71.78,looks good and others say the same  the material feels very nice and will probably last a long time ,POSITIVE,99.35,OK,35.007752,-97.092877
288,vgci1424,1973-08-02,Kentucky,POSITIVE,33.33,80.2,pretty and well made  the colors are bright and vivid ,POSITIVE,99.99,KY,37.839333,-84.270018
289,ddob2121,1997-07-27,Utah,POSITIVE,33.33,93.13,this suit has wonderful bust support  shirring for tummy control  and stays put during vigorous exercise  it is comfortable  dries quickly  and was fairly priced  i bought a second one in the black and white and love them both ,POSITIVE,99.98,UT,39.32098,-111.093731
290,egad1443,1985-07-30,Wyoming,POSITIVE,16.67,70.89,the suit is true to size and fits very comfortably ,POSITIVE,99.99,WY,43.075968,-107.290284
291,levy1124,1995-07-28,Idaho,POSITIVE,0.0,33.84,i really like the color  fit  i needed it foe my swimmming exceric,POSITIVE,67.79,ID,44.068202,-114.742041
292,btqi2321,1960-08-05,Florida,POSITIVE,66.67,91.99,cute suit  love the shirred front  more flattering than some of the other suits pulled tight across the middle  runs a little large  but good support on top  i found the legs a little uncomfortable across the front  but nothing too bothersome  i would buy this suit again ,POSITIVE,96.31,FL,27.664827,-81.515754
293,mheh1332,1952-08-07,Connecticut,POSITIVE,16.67,87.48,i am so enjoying the class  coverage  and flattering style of this suit  avery good quality product as well ,POSITIVE,99.98,CT,41.603221,-73.087749
294,qnqo4111,1986-07-30,Utah,POSITIVE,66.67,76.81,it was a very nice suit  but it was falling off my shoulders  way too large in chest and shoulders  i would recommend it if it fit the person ,NEGATIVE,-100.0,UT,39.32098,-111.093731
295,lapo1324,1988-07-29,Arkansas,POSITIVE,50.0,77.17,it fits well and and looks flattering  it is comfortable and has a slimming effect ,POSITIVE,99.85,AR,35.20105,-91.831833
296,ruwf4323,1975-08-02,U.S. Virgin Islands,POSITIVE,16.67,81.44,i like the fact that this swimsuit is chlorine resistant  per the product description  i hope that this feature holds true as chlorine causes swimsuits to deteriorate quickly  if this suits lasts longer than my other suits  the price  though more than i usually pay for a swimsuit  will be worth the extra money ,NEGATIVE,-96.0,VI,18.036736,-64.801704
297,zhlq3344,1969-08-03,Texas,NEUTRAL,0.0,-4.96,this suit is the most uncomfortable suit i have ever worn  the material is so thick it feels like you have a wool suit on  it makes you itch  does not give  very restricting ,NEGATIVE,-100.0,TX,31.968599,-99.901813
298,viub2431,1975-08-02,Georgia,POSITIVE,0.0,82.71,this suit fit my teen daughter perfectt  its a modest fit that mom loves too ,POSITIVE,99.87,GA,32.157435,-82.907123
299,awzt1433,1957-08-06,Guam,POSITIVE,50.0,86.13,the swimsuit is very good quality material  very comfortable fit ,POSITIVE,99.99,GU,13.444304,144.793732
300,fthr2233,1953-08-07,Missouri,NEGATIVE,16.67,-10.32,i bought this  hoping it was similar to another one i had purchased at jc penney years ago  however  the fabric is tough and scratchy  and i did not find it comfortable ,NEGATIVE,-100.0,MO,37.964253,-91.831833
301,cxil4431,1998-07-27,Kansas,POSITIVE,33.33,87.48,i am so enjoying the class  coverage  and flattering style of this suit  avery good quality product as well ,POSITIVE,99.98,KS,39.011902,-98.484246
302,lyzg2434,1970-08-03,California,POSITIVE,0.0,76.81,it was a very nice suit  but it was falling off my shoulders  way too large in chest and shoulders  i would recommend it if it fit the person ,NEGATIVE,-100.0,CA,36.778261,-119.417932
303,ilvh3243,1968-08-03,Puerto Rico,POSITIVE,50.0,77.17,it fits well and and looks flattering  it is comfortable and has a slimming effect ,POSITIVE,99.85,PR,18.220833,-66.590149
304,rnih1231,1972-08-02,Georgia,POSITIVE,0.0,81.44,i like the fact that this swimsuit is chlorine resistant  per the product description  i hope that this feature holds true as chlorine causes swimsuits to deteriorate quickly  if this suits lasts longer than my other suits  the price  though more than i usually pay for a swimsuit  will be worth the extra money ,NEGATIVE,-96.0,GA,32.157435,-82.907123
305,ehte3312,1966-08-04,South Carolina,NEUTRAL,16.67,-4.96,this suit is the most uncomfortable suit i have ever worn  the material is so thick it feels like you have a wool suit on  it makes you itch  does not give  very restricting ,NEGATIVE,-100.0,SC,33.836081,-81.163725
306,urdo2431,1975-08-02,Florida,POSITIVE,0.0,82.71,this suit fit my teen daughter perfectt  its a modest fit that mom loves too ,POSITIVE,99.87,FL,27.664827,-81.515754
307,euie3432,1983-07-31,New Jersey,POSITIVE,50.0,86.13,the swimsuit is very good quality material  very comfortable fit ,POSITIVE,99.99,NJ,40.058324,-74.405661
308,rrpw4244,1965-08-04,Virginia,NEGATIVE,0.0,-10.32,i bought this  hoping it was similar to another one i had purchased at jc penney years ago  however  the fabric is tough and scratchy  and i did not find it comfortable ,NEGATIVE,-100.0,VA,37.431573,-78.656894
309,htkj4313,1978-08-01,Massachusetts,POSITIVE,50.0,87.48,i am so enjoying the class  coverage  and flattering style of this suit  avery good quality product as well ,POSITIVE,99.98,MA,42.407211,-71.382437
310,yonm3212,1972-08-02,Colorado,POSITIVE,50.0,76.81,it was a very nice suit  but it was falling off my shoulders  way too large in chest and shoulders  i would recommend it if it fit the person ,NEGATIVE,-100.0,CO,39.550051,-105.782067
311,wauc1121,1956-08-06,Delaware,POSITIVE,50.0,77.17,it fits well and and looks flattering  it is comfortable and has a slimming effect ,POSITIVE,99.85,DE,38.910832,-75.52767
312,grgq1441,1952-08-07,American Samoa,POSITIVE,0.0,81.44,i like the fact that this swimsuit is chlorine resistant  per the product description  i hope that this feature holds true as chlorine causes swimsuits to deteriorate quickly  if this suits lasts longer than my other suits  the price  though more than i usually pay for a swimsuit  will be worth the extra money ,NEGATIVE,-96.0,AS,-14.275632,-170.702042
313,sclr3433,1997-07-27,Oregon,NEUTRAL,33.33,-4.96,this suit is the most uncomfortable suit i have ever worn  the material is so thick it feels like you have a wool suit on  it makes you itch  does not give  very restricting ,NEGATIVE,-100.0,OR,43.804133,-120.554201
314,hsfv1444,1982-07-31,Colorado,POSITIVE,16.67,82.71,this suit fit my teen daughter perfectt  its a modest fit that mom loves too ,POSITIVE,99.87,CO,39.550051,-105.782067
315,lspc1412,1965-08-04,U.S. Virgin Islands,POSITIVE,0.0,86.13,the swimsuit is very good quality material  very comfortable fit ,POSITIVE,99.99,VI,18.036736,-64.801704
316,rsqd1423,2000-07-26,Iowa,NEGATIVE,16.67,-10.32,i bought this  hoping it was similar to another one i had purchased at jc penney years ago  however  the fabric is tough and scratchy  and i did not find it comfortable ,NEGATIVE,-100.0,IA,41.878003,-93.097702
317,kdxl2343,1971-08-03,Wisconsin,POSITIVE,0.0,58.59,these are well made and i need extra support which they provid,POSITIVE,99.36,WI,43.78444,-88.787868
318,amox2124,1983-07-31,Minor Outlying Islands,POSITIVE,83.33,54.02,these swim bottoms fit very well and are extremely comfortable in and out of the water  there is no problem with them riding up or becoming uncomfortable when in the water  i would recommend them to anyone ,POSITIVE,99.93,MO,28.2075,-177.35
319,vsgn1111,1990-07-29,Georgia,POSITIVE,0.0,44.97,i like this style  not really revealing  but still allows you to wear any top with it ,POSITIVE,99.44,GA,32.157435,-82.907123
320,vyog2124,1958-08-06,Illinois,POSITIVE,0.0,94.78,it is so hard for me to order online  sizes and fits can be so different  i love these swim bottoms and really wished that they came in a few more basic colors  brown and navy   the leg openings are snug and stay down with good coverage  the waistband is higher  without being ridiculous  and most important  it does not roll down  it is great for providing support for my curvy figure  i will keep an eye out in case more colors become available ,POSITIVE,99.48,IL,40.633125,-89.398528
321,ehvs2314,1981-07-31,Oklahoma,POSITIVE,33.33,58.59,these are well made and i need extra support which they provid,POSITIVE,99.36,OK,35.007752,-97.092877
322,kmqb3422,1995-07-28,District of Columbia,POSITIVE,0.0,54.02,these swim bottoms fit very well and are extremely comfortable in and out of the water  there is no problem with them riding up or becoming uncomfortable when in the water  i would recommend them to anyone ,POSITIVE,99.93,DC,38.905985,-77.033418
323,bmfs4132,1991-07-29,Hawaii,POSITIVE,16.67,44.97,i like this style  not really revealing  but still allows you to wear any top with it ,POSITIVE,99.44,HI,19.898682,-155.665857
324,fcnf1412,2000-07-26,Maine,POSITIVE,16.67,94.78,it is so hard for me to order online  sizes and fits can be so different  i love these swim bottoms and really wished that they came in a few more basic colors  brown and navy   the leg openings are snug and stay down with good coverage  the waistband is higher  without being ridiculous  and most important  it does not roll down  it is great for providing support for my curvy figure  i will keep an eye out in case more colors become available ,POSITIVE,99.48,ME,45.253783,-69.445469
325,gfef1424,1987-07-30,Tennessee,POSITIVE,0.0,82.18,this bathing suit is very comfortable and i am very happy with my purchase  ,POSITIVE,99.99,TN,35.517491,-86.580447
326,cyiw1114,1966-08-04,Kentucky,POSITIVE,0.0,73.89,been looking for board shorts for women for many seasons  very happy to find these  actually prefer this type of zippersnap front closer verses the lace up  much easier  dry fast  better than frilly skirts   nice coverage but not too much ,POSITIVE,86.56,KY,37.839333,-84.270018
327,ynkv2311,1969-08-03,Guam,NEGATIVE,83.33,-39.5,i plan to wear these on a beach vacation  but i havent been yet  i like the length and i think they will dry faster than most swimsuit bottoms ,POSITIVE,77.03,GU,13.444304,144.793732
328,fjfd2431,1982-07-31,Minor Outlying Islands,POSITIVE,33.33,98.49,great shorts  longer than swim skirts  for those of us that live in the pool months at a time  panty in the shorts makes them modest but still oh so cute  perfect to match with the fabulous swim tops offered by jcp  and i searched for hours for a great set of shorts  bought 2 ,POSITIVE,99.97,MO,28.2075,-177.35
329,xwfs3411,1995-07-28,Mississippi,POSITIVE,16.67,82.25,just like every other woman of size on this planet  i hate to shop for a bathing suit  was pleasantly surprised when the swim shorts fit  hooray ,POSITIVE,99.94,MS,32.354668,-89.398528
330,wkzk2311,1991-07-29,Alabama,POSITIVE,16.67,82.66,i like the style and quality of these swim shorts  fit was true to size  only gave a 4 because i have not worn them in the water yet ,POSITIVE,94.43,AL,32.318231,-86.902298
331,zuub1223,2000-07-26,District of Columbia,POSITIVE,16.67,58.59,i love this swim bottom  fits guns true to size  i bought it on sale and it was a steal ,POSITIVE,99.85,DC,38.905985,-77.033418
332,vtmc2221,1994-07-28,Louisiana,POSITIVE,16.67,51.06,i wanted something comfortable to swim in and at the same time would give me the leg coverage that i wanted in a swimsuit bottom  this did both ,NEGATIVE,-99.0,LA,31.244823,-92.145024
333,iiqh3322,1961-08-05,South Carolina,POSITIVE,50.0,82.18,this bathing suit is very comfortable and i am very happy with my purchase  ,POSITIVE,99.99,SC,33.836081,-81.163725
334,dchj2342,2001-07-26,American Samoa,POSITIVE,0.0,73.89,been looking for board shorts for women for many seasons  very happy to find these  actually prefer this type of zippersnap front closer verses the lace up  much easier  dry fast  better than frilly skirts   nice coverage but not too much ,POSITIVE,86.56,AS,-14.275632,-170.702042
335,mubh2124,1964-08-04,Wyoming,NEGATIVE,16.67,-39.5,i plan to wear these on a beach vacation  but i havent been yet  i like the length and i think they will dry faster than most swimsuit bottoms ,POSITIVE,77.03,WY,43.075968,-107.290284
336,bxfs4313,1963-08-05,Maine,POSITIVE,16.67,98.49,great shorts  longer than swim skirts  for those of us that live in the pool months at a time  panty in the shorts makes them modest but still oh so cute  perfect to match with the fabulous swim tops offered by jcp  and i searched for hours for a great set of shorts  bought 2 ,POSITIVE,99.97,ME,45.253783,-69.445469
337,rhbg3322,1987-07-30,Massachusetts,POSITIVE,0.0,82.25,just like every other woman of size on this planet  i hate to shop for a bathing suit  was pleasantly surprised when the swim shorts fit  hooray ,POSITIVE,99.94,MA,42.407211,-71.382437
338,knvh2123,1966-08-04,Nebraska,POSITIVE,0.0,82.66,i like the style and quality of these swim shorts  fit was true to size  only gave a 4 because i have not worn them in the water yet ,POSITIVE,94.43,NE,41.492537,-99.901813
339,txei4243,1953-08-07,Oklahoma,POSITIVE,16.67,58.59,i love this swim bottom  fits guns true to size  i bought it on sale and it was a steal ,POSITIVE,99.85,OK,35.007752,-97.092877
340,lldv1133,1961-08-05,Indiana,POSITIVE,16.67,51.06,i wanted something comfortable to swim in and at the same time would give me the leg coverage that i wanted in a swimsuit bottom  this did both ,NEGATIVE,-99.0,IN,40.551217,-85.602364
341,qiyr3341,1969-08-03,Arizona,POSITIVE,16.67,82.18,this bathing suit is very comfortable and i am very happy with my purchase  ,POSITIVE,99.99,AZ,34.048928,-111.093731
342,seqf2331,1998-07-27,Illinois,POSITIVE,16.67,73.89,been looking for board shorts for women for many seasons  very happy to find these  actually prefer this type of zippersnap front closer verses the lace up  much easier  dry fast  better than frilly skirts   nice coverage but not too much ,POSITIVE,86.56,IL,40.633125,-89.398528
343,lvty4334,1972-08-02,Missouri,NEGATIVE,33.33,-39.5,i plan to wear these on a beach vacation  but i havent been yet  i like the length and i think they will dry faster than most swimsuit bottoms ,POSITIVE,77.03,MO,37.964253,-91.831833
344,cobr4121,1965-08-04,Washington,POSITIVE,0.0,98.49,great shorts  longer than swim skirts  for those of us that live in the pool months at a time  panty in the shorts makes them modest but still oh so cute  perfect to match with the fabulous swim tops offered by jcp  and i searched for hours for a great set of shorts  bought 2 ,POSITIVE,99.97,WA,47.751074,-120.740139
345,ndch2322,1968-08-03,Iowa,POSITIVE,83.33,82.25,just like every other woman of size on this planet  i hate to shop for a bathing suit  was pleasantly surprised when the swim shorts fit  hooray ,POSITIVE,99.94,IA,41.878003,-93.097702
346,mhbg3212,1971-08-03,Utah,POSITIVE,33.33,82.66,i like the style and quality of these swim shorts  fit was true to size  only gave a 4 because i have not worn them in the water yet ,POSITIVE,94.43,UT,39.32098,-111.093731
347,pjdb2321,1953-08-07,Arizona,POSITIVE,0.0,58.59,i love this swim bottom  fits guns true to size  i bought it on sale and it was a steal ,POSITIVE,99.85,AZ,34.048928,-111.093731
348,mdck4414,1965-08-04,U.S. Virgin Islands,POSITIVE,66.67,51.06,i wanted something comfortable to swim in and at the same time would give me the leg coverage that i wanted in a swimsuit bottom  this did both ,NEGATIVE,-99.0,VI,18.036736,-64.801704
349,auzz1134,1991-07-29,Illinois,POSITIVE,0.0,82.18,this bathing suit is very comfortable and i am very happy with my purchase  ,POSITIVE,99.99,IL,40.633125,-89.398528
350,odvw3142,1968-08-03,Minnesota,POSITIVE,0.0,73.89,been looking for board shorts for women for many seasons  very happy to find these  actually prefer this type of zippersnap front closer verses the lace up  much easier  dry fast  better than frilly skirts   nice coverage but not too much ,POSITIVE,86.56,MN,46.729553,-94.6859
351,owpi4221,1956-08-06,New Mexico,NEGATIVE,0.0,-39.5,i plan to wear these on a beach vacation  but i havent been yet  i like the length and i think they will dry faster than most swimsuit bottoms ,POSITIVE,77.03,NM,34.97273,-105.032363
352,mpji3231,1952-08-07,Oregon,POSITIVE,16.67,98.49,great shorts  longer than swim skirts  for those of us that live in the pool months at a time  panty in the shorts makes them modest but still oh so cute  perfect to match with the fabulous swim tops offered by jcp  and i searched for hours for a great set of shorts  bought 2 ,POSITIVE,99.97,OR,43.804133,-120.554201
353,jbqu2211,1972-08-02,West Virginia,POSITIVE,33.33,82.25,just like every other woman of size on this planet  i hate to shop for a bathing suit  was pleasantly surprised when the swim shorts fit  hooray ,POSITIVE,99.94,WV,38.597626,-80.454903
354,ejsn4314,1973-08-02,New Mexico,POSITIVE,0.0,82.66,i like the style and quality of these swim shorts  fit was true to size  only gave a 4 because i have not worn them in the water yet ,POSITIVE,94.43,NM,34.97273,-105.032363
355,sndt4432,1952-08-07,Oklahoma,POSITIVE,50.0,58.59,i love this swim bottom  fits guns true to size  i bought it on sale and it was a steal ,POSITIVE,99.85,OK,35.007752,-97.092877
356,rffu4331,1963-08-05,Idaho,POSITIVE,0.0,51.06,i wanted something comfortable to swim in and at the same time would give me the leg coverage that i wanted in a swimsuit bottom  this did both ,NEGATIVE,-99.0,ID,44.068202,-114.742041
357,ollm1431,1985-07-30,Northern Mariana Islands,POSITIVE,33.33,83.16,i love this swim top it fits true to size and looks very flatt,NEGATIVE,-96.0,MP,15.19,145.75
358,dlpp2444,1988-07-29,North Dakota,POSITIVE,33.33,93.61,i looked everywhere for a swim top  i could not find anything at the regular stores  you know the usual  my mom said that i should look at jc penney because there was a better selection  she wasnt kidding  i tried on a couple of swim tops and found exactly what i was looking for  the fit is perfect and it matches the bottoms that i currently have  i am going on vacation soon and i am excited about wearing my new swim outfit  ,POSITIVE,99.85,ND,47.551493,-101.002012
359,gbjg1333,1992-07-28,Tennessee,POSITIVE,16.67,74.36,i think this item is good for someone that isnt as tiny as they would like to be  hides the less attractive parts ,POSITIVE,82.39,TN,35.517491,-86.580447
360,cghb1121,1991-07-29,Iowa,POSITIVE,0.0,85.19,true to size  sliming  and a great value  lots of styles to chose from  very satisfi,POSITIVE,99.85,IA,41.878003,-93.097702
361,ticx3344,1974-08-02,New York,POSITIVE,83.33,93.61,i looked everywhere for a swim top  i could not find anything at the regular stores  you know the usual  my mom said that i should look at jc penney because there was a better selection  she wasnt kidding  i tried on a couple of swim tops and found exactly what i was looking for  the fit is perfect and it matches the bottoms that i currently have  i am going on vacation soon and i am excited about wearing my new swim outfit  ,POSITIVE,99.85,NY,43.299428,-74.217933
362,lseu3113,1958-08-06,New Mexico,POSITIVE,50.0,74.36,i think this item is good for someone that isnt as tiny as they would like to be  hides the less attractive parts ,POSITIVE,82.39,NM,34.97273,-105.032363
363,tamo3244,1950-08-08,Illinois,POSITIVE,16.67,85.19,true to size  sliming  and a great value  lots of styles to chose from  very satisfi,POSITIVE,99.85,IL,40.633125,-89.398528
364,dsyj3221,1996-07-27,New York,POSITIVE,0.0,85.19,love it  looks great  meets all of my needs in a swimsuit ,POSITIVE,99.98,NY,43.299428,-74.217933
365,ujkg4233,1950-08-08,Rhode Island,POSITIVE,50.0,74.69,i liked the look of this product  but when i tried it on i thought it looked like a maternity top  i felt that it made me look larger all over and it overemphasized the bust ,NEGATIVE,-100.0,RI,41.580095,-71.477429
366,dojb4231,1972-08-02,Michigan,POSITIVE,0.0,73.89,been looking for board shorts for women for many seasons  very happy to find these  actually prefer this type of zippersnap front closer verses the lace up  much easier  dry fast  better than frilly skirts   nice coverage but not too much ,POSITIVE,86.56,MI,44.314844,-85.602364
367,jyhf2441,1967-08-04,Delaware,NEGATIVE,0.0,-39.5,i plan to wear these on a beach vacation  but i havent been yet  i like the length and i think they will dry faster than most swimsuit bottoms ,POSITIVE,77.03,DE,38.910832,-75.52767
368,dcqh1143,1983-07-31,Wisconsin,POSITIVE,33.33,89.99,very pretty and fits well  would have loved a different color for the skirt  only black and turquoise to choose from  would also like more of a choice in swimwear for plus size women ,POSITIVE,98.94,WI,43.78444,-88.787868
369,sphs3144,1981-07-31,Hawaii,POSITIVE,50.0,98.86,this is absolutely beautiful  i love the pastel  cheerful colors and love the way it flows  it covers those areas  like the tummy  very well  it also is so beautiful as either a bathing suit top or just to wear around during the warmer days  yep  love it ,POSITIVE,99.99,HI,19.898682,-155.665857
370,dnch4231,2001-07-26,South Dakota,POSITIVE,0.0,91.61,bought these shorts to wear over swim bottoms while on boat with friends  the size is a little big but they are super comfortable and cover all the right areas ,POSITIVE,99.97,SD,43.969515,-99.901813
371,hogy4313,1960-08-05,Maryland,POSITIVE,0.0,98.35,i bought one of these tankinis and it fit and looked so good i put my best foot forward and bought a 2nd  i had coupons and discounts so the 2nd one was a true value  i would recommend this top whether you are a size 8 or a 24w  it looks great  feels great and i get lots of compliments in it  btw  i wear a 24w ,POSITIVE,99.96,MD,39.045755,-76.641271
372,uhwj1143,1990-07-29,Idaho,POSITIVE,50.0,85.19,love it  looks great  meets all of my needs in a swimsuit ,POSITIVE,99.98,ID,44.068202,-114.742041
373,heff4312,1974-08-02,Rhode Island,POSITIVE,16.67,74.69,i liked the look of this product  but when i tried it on i thought it looked like a maternity top  i felt that it made me look larger all over and it overemphasized the bust ,NEGATIVE,-100.0,RI,41.580095,-71.477429
374,oxmp2142,1983-07-31,Utah,POSITIVE,66.67,73.89,been looking for board shorts for women for many seasons  very happy to find these  actually prefer this type of zippersnap front closer verses the lace up  much easier  dry fast  better than frilly skirts   nice coverage but not too much ,POSITIVE,86.56,UT,39.32098,-111.093731
375,zdmt1232,1967-08-04,Louisiana,NEGATIVE,16.67,-39.5,i plan to wear these on a beach vacation  but i havent been yet  i like the length and i think they will dry faster than most swimsuit bottoms ,POSITIVE,77.03,LA,31.244823,-92.145024
376,quoa1432,1985-07-30,Puerto Rico,POSITIVE,33.33,89.99,very pretty and fits well  would have loved a different color for the skirt  only black and turquoise to choose from  would also like more of a choice in swimwear for plus size women ,POSITIVE,98.94,PR,18.220833,-66.590149
377,hfif4441,1958-08-06,Illinois,POSITIVE,0.0,98.86,this is absolutely beautiful  i love the pastel  cheerful colors and love the way it flows  it covers those areas  like the tummy  very well  it also is so beautiful as either a bathing suit top or just to wear around during the warmer days  yep  love it ,POSITIVE,99.99,IL,40.633125,-89.398528
378,eyhr1113,1970-08-03,Idaho,POSITIVE,33.33,91.61,bought these shorts to wear over swim bottoms while on boat with friends  the size is a little big but they are super comfortable and cover all the right areas ,POSITIVE,99.97,ID,44.068202,-114.742041
379,epgl1133,1972-08-02,U.S. Virgin Islands,POSITIVE,50.0,98.35,i bought one of these tankinis and it fit and looked so good i put my best foot forward and bought a 2nd  i had coupons and discounts so the 2nd one was a true value  i would recommend this top whether you are a size 8 or a 24w  it looks great  feels great and i get lots of compliments in it  btw  i wear a 24w ,POSITIVE,99.96,VI,18.036736,-64.801704
380,zyor1321,1980-07-31,South Carolina,POSITIVE,0.0,85.19,love it  looks great  meets all of my needs in a swimsuit ,POSITIVE,99.98,SC,33.836081,-81.163725
381,bgsx1121,1993-07-28,Northern Mariana Islands,POSITIVE,16.67,74.69,i liked the look of this product  but when i tried it on i thought it looked like a maternity top  i felt that it made me look larger all over and it overemphasized the bust ,NEGATIVE,-100.0,MP,15.19,145.75
382,sqyu3222,1986-07-30,Vermont,POSITIVE,0.0,89.99,very pretty and fits well  would have loved a different color for the skirt  only black and turquoise to choose from  would also like more of a choice in swimwear for plus size women ,POSITIVE,98.94,VT,44.558803,-72.577841
383,gapb4343,1972-08-02,U.S. Virgin Islands,POSITIVE,0.0,98.86,this is absolutely beautiful  i love the pastel  cheerful colors and love the way it flows  it covers those areas  like the tummy  very well  it also is so beautiful as either a bathing suit top or just to wear around during the warmer days  yep  love it ,POSITIVE,99.99,VI,18.036736,-64.801704
384,olen1323,1952-08-07,Texas,POSITIVE,16.67,58.59,i love this swim bottom  fits guns true to size  i bought it on sale and it was a steal ,POSITIVE,99.85,TX,31.968599,-99.901813
385,cwva3321,1972-08-02,Florida,POSITIVE,33.33,98.35,i bought one of these tankinis and it fit and looked so good i put my best foot forward and bought a 2nd  i had coupons and discounts so the 2nd one was a true value  i would recommend this top whether you are a size 8 or a 24w  it looks great  feels great and i get lots of compliments in it  btw  i wear a 24w ,POSITIVE,99.96,FL,27.664827,-81.515754
386,melu4112,1982-07-31,American Samoa,POSITIVE,0.0,39.19,i love this swimsuit top  it is flowing and hides my belly but i can lift it up for a tan on my back ,POSITIVE,99.88,AS,-14.275632,-170.702042
387,sqkq2331,2001-07-26,U.S. Virgin Islands,NEUTRAL,16.67,0.0,suit was average  will see how it holds up i go to water aerobics 34 times a week ,POSITIVE,99.7,VI,18.036736,-64.801704
388,xvox2112,2000-07-26,Oklahoma,POSITIVE,33.33,85.19,love it  looks great  meets all of my needs in a swimsuit ,POSITIVE,99.98,OK,35.007752,-97.092877
389,jqye1242,1975-08-02,Nevada,POSITIVE,33.33,74.69,i liked the look of this product  but when i tried it on i thought it looked like a maternity top  i felt that it made me look larger all over and it overemphasized the bust ,NEGATIVE,-100.0,NV,38.80261,-116.419389
390,vavu2432,1970-08-03,Michigan,POSITIVE,33.33,89.99,very pretty and fits well  would have loved a different color for the skirt  only black and turquoise to choose from  would also like more of a choice in swimwear for plus size women ,POSITIVE,98.94,MI,44.314844,-85.602364
391,rbpj1143,1991-07-29,Washington,POSITIVE,16.67,98.86,this is absolutely beautiful  i love the pastel  cheerful colors and love the way it flows  it covers those areas  like the tummy  very well  it also is so beautiful as either a bathing suit top or just to wear around during the warmer days  yep  love it ,POSITIVE,99.99,WA,47.751074,-120.740139
392,maja2324,1966-08-04,South Dakota,POSITIVE,33.33,58.59,i love this swim bottom  fits guns true to size  i bought it on sale and it was a steal ,POSITIVE,99.85,SD,43.969515,-99.901813
393,hzdj1344,1996-07-27,Alabama,POSITIVE,50.0,98.35,i bought one of these tankinis and it fit and looked so good i put my best foot forward and bought a 2nd  i had coupons and discounts so the 2nd one was a true value  i would recommend this top whether you are a size 8 or a 24w  it looks great  feels great and i get lots of compliments in it  btw  i wear a 24w ,POSITIVE,99.96,AL,32.318231,-86.902298
